date,BTC,BTC_change%,LTC,LTC_change%,XRP,XRP_change%,ETH,ETH_change%,sp500_close,sp500_change%,silver_close,gold_close,monthly_silver_%,monthly_gold_%,bonds_close
2016-01-31,405.76960191999984,-0.47936000000000006,3.2537336,-0.4032800000000001,0.00569968,0.4179600000000001,1.62492072,3.97396,1918.5978874736843,-0.2975789473684211,14.086894736842105,1097.2894736842106,0.0010714006412764212,0.026860823817900004,2.09
2016-02-29,404.40827362068967,0.5419655172413793,3.236211379310346,0.104551724137931,0.007888379310344829,0.7417931034482759,4.545909310344827,4.014793103448275,1904.41849355,-0.01540000000000004,15.14575,1201.605,0.0751659810723666,0.09506655155047117,1.78
2016-03-31,416.52577351612916,-0.16409677419354834,3.266778709677419,-0.19006451612903227,0.008076322580645159,-0.12254838709677415,11.17479903225807,2.1326451612903234,2021.9540905,0.3193181818181818,15.460045454545455,1245.8545454545454,0.02075139590614228,0.036825367283379366,1.89
2016-04-30,434.33939823333327,0.20470000000000005,3.388822,0.3865,0.0068609000000000005,-0.2233333333333332,8.943612666666667,-0.7128000000000001,2075.535231761905,0.023666666666666662,16.339142857142857,1243.8428571428576,0.05686253673587571,-0.0016147056002864255,1.81
2016-05-31,461.9544146129031,0.5870322580645161,4.022142580645161,0.8082258064516129,0.006097806451612902,-0.5572580645161291,11.364835483870971,1.5983870967741935,2065.5504790000005,0.07185714285714284,16.913142857142862,1260.9285714285716,0.03513036179551321,0.013736232183670259,1.81
2016-06-30,642.8690614,0.8348666666666664,4.779284333333334,-0.4618333333333333,0.006252266666666666,0.6171333333333334,14.34344663333333,0.04309999999999997,2083.891368454546,0.023818181818181832,17.270318181818183,1279.1909090909094,0.02111821130420344,0.014483245186241778,1.64
2016-07-31,661.3561027419355,-0.2201612903225806,4.159696774193549,-0.2993548387096773,0.00643151612903226,-0.3630967741935485,11.873154838709679,0.04103225806451608,2148.9019775500005,0.15340000000000004,20.00365,1337.39,0.15826760048111965,0.04549679840239906,1.5
2016-08-31,579.5851970967742,-0.25254838709677424,3.725459032258064,-0.2066774193548388,0.006057741935483871,0.10287096774193552,11.112815483870966,0.06529032258064534,2177.4821670869565,-0.005652173913043479,19.536956521739132,1344.4826086956525,-0.023330416112102736,0.005303321167088536,1.56
2016-09-30,605.8486328,0.21393333333333325,3.8717116666666658,-0.008066666666666606,0.006839399999999999,1.5389000000000002,12.470140000000002,0.4355666666666666,2157.6909645238097,0.008047619047619047,19.395,1330.6809523809525,-0.007266050962501658,-0.010265403379289162,1.63
2016-10-31,643.5509348387096,0.4447741935483871,3.879941612903226,-0.009548387096774151,0.00823883870967742,-0.15822580645161255,12.076322580645163,-0.5884838709677419,2143.020937904762,-0.1467619047619048,17.652047619047618,1266.0476190476188,-0.08986606759228577,-0.04857162283542649,1.76
2016-11-30,726.3491007333334,0.19796666666666676,3.905259666666667,-0.2536,0.007716133333333334,-0.6408333333333334,9.971588666666666,-0.8194000000000001,2164.985688761905,0.1466666666666667,17.407142857142862,1236.7,-0.013874014346102805,-0.02318050174897479,2.14
2016-12-31,828.0603558064514,0.8379354838709677,3.92030806451613,0.40851612903225815,0.006572032258064519,-0.14645161290322584,7.841040322580645,-0.053677419354838905,2246.629045714286,0.02366666666666668,16.470476190476187,1153.6904761904761,-0.05380932840924657,-0.06712179494584303,2.49
2017-01-31,914.9161593870965,0.15938709677419358,4.037377741935483,-0.14035483870967747,0.006527516129032257,-0.11212903225806448,10.201400967741936,1.0295161290322579,2275.1159788999994,0.07010000000000001,16.927700000000005,1194.715,0.027760205851740768,0.035559384996388665,2.43
2017-02-28,1062.53367175,0.6666785714285715,3.8687757142857144,-0.2677142857142857,0.0060965714285714295,-0.3878214285714286,12.370810714285714,1.418285714285714,2329.910541842105,0.1858947368421052,17.926789473684217,1236.2368421052631,0.05902098180403793,0.03475460013916565,2.42
2017-03-31,1129.3652284838706,-0.2323548387096773,4.16197741935484,2.557483870967741,0.00787158064516129,5.259612903225807,34.791170548387086,4.2506774193548384,2366.822170173913,-0.0005217391304347746,17.61382608695652,1231.926086956522,-0.017457860326139718,-0.003486997800033365,2.48
2017-04-30,1206.6410074333332,0.7621333333333334,11.178017666666667,3.448433333333333,0.0355836,6.204300000000001,50.33656016666666,1.7083333333333333,2359.309454578948,-0.03510526315789474,18.03257894736842,1271.1368421052632,0.02377409986589973,0.03182882119625518,2.3
2017-05-31,1895.383529129032,1.781032258064516,26.567977451612897,2.0266774193548374,0.22356703225806454,6.309645161290322,125.7488873870968,3.906064516129032,2395.345880681818,0.0369090909090909,16.75059090909091,1245.65,-0.07109288372002931,-0.020050431441395174,2.3
2017-06-30,2636.204345766667,0.3191333333333335,37.04666330000001,1.7551666666666663,0.28594103333333337,0.5771,313.7336008666667,1.085866666666667,2433.985451454546,-0.027909090909090904,16.932045454545456,1262.3363636363638,0.010832725032766888,0.0133957079728364,2.19
2017-07-31,2519.4183861612905,0.5711612903225807,44.83809380645162,0.3551935483870968,0.2010565483870968,-1.2215483870967745,224.12429170967738,-0.913870967741936,2454.1025025,0.04374999999999999,16.162249999999997,1238.99,-0.045463819277593916,-0.018494566352434627,2.32
2017-08-31,3880.989998129032,1.7216774193548388,49.38145148387096,1.7711290322580644,0.1902845161290322,1.4700645161290324,301.60874093548387,2.114967741935484,2456.2230702173906,-0.020434782608695683,16.968260869565214,1289.8826086956524,0.04986996671659072,0.04107588333695378,2.21
2017-09-30,4064.8363119000014,-0.06966666666666675,59.463814,-0.2584666666666665,0.1982999666666667,-0.6708333333333332,293.04806826666663,-0.5163666666666665,2492.84104,0.0603,17.460299999999997,1318.5449999999996,0.028997617034360882,0.022220930114974724,2.2
2017-10-31,5360.071604032259,1.3531290322580642,56.264903516129024,0.09238709677419364,0.22562251612903225,0.21725806451612875,306.2461637419355,0.06522580645161292,2556.99727,0.047227272727272736,16.961499999999994,1282.4818181818182,-0.02856766493130125,-0.027350740261562256,2.36
2017-11-30,7813.132975266665,1.6760333333333337,68.90576690000002,1.6729333333333332,0.2255054333333333,0.9394666666666665,357.9431010333333,1.3621333333333334,2593.605736190476,0.127,17.001190476190473,1283.247619047619,0.002340033380920259,0.0005971241501783188,2.35
2017-12-31,15294.270980354839,1.3578387096774198,229.4434541935484,3.8979999999999992,0.8183380322580646,9.268580645161293,640.2092905483872,1.9292258064516128,2664.3405273000003,-0.06420000000000001,16.223599999999998,1268.92,-0.04573741334640447,-0.011165124201245269,2.4
2018-01-31,13085.55808974193,-0.8459354838709677,216.05645261290317,-0.9594193548387098,1.8773612903225807,-1.5743870967741942,1103.6460039677422,1.4670645161290323,2789.8038156190473,0.15123809523809525,17.168619047619046,1333.7761904761905,0.05824965159514828,0.05111133127083689,2.58
2018-02-28,9472.001151071428,0.31425000000000025,185.21192821428573,1.1725714285714288,0.9775234642857143,-0.4677142857142854,873.1163177857143,-0.7272499999999998,2705.1552477368427,-0.1727368421052632,16.587052631578945,1332.5947368421052,-0.03387380280423613,-0.0008857960147448107,2.86
2018-03-31,9040.557097451614,-1.2501290322580645,169.02151545161288,-1.6955483870967742,0.7359648387096772,-1.7323548387096768,625.7613250645162,-2.4000322580645164,2702.7738211428564,-0.184,16.456095238095234,1326.9904761904766,-0.007895157529939191,-0.004205525128299303,2.84
2018-04-30,8033.596630899999,0.9675999999999998,134.32630090000004,0.9864666666666664,0.6817446666666668,1.9061,521.1036671999998,1.8833,2653.6252092857144,-0.1458095238095238,16.64709523809524,1338.6619047619051,0.011606641626492609,0.008795412462141439,2.87
2018-05-31,8450.997732,-0.6151612903225806,139.78022616129033,-0.6146129032258065,0.7171516129032259,-0.901258064516129,678.7955185161293,-0.3967419354838712,2701.4936190909084,0.09072727272727273,16.491545454545452,1305.5227272727273,-0.009343959491132536,-0.02475544973028254,2.98
2018-06-30,6793.507665933333,-0.4552666666666666,100.2374029,-1.088833333333333,0.5602659666666667,-0.9425666666666664,520.5282307333333,-0.68,2754.3528878571437,-0.02180952380952381,16.54247619047619,1283.8761904761905,0.0030882937000122897,-0.01658074298082657,2.91
2018-07-31,7146.349987419356,0.6840967741935483,82.96912238709676,-0.026774193548387133,0.4626024516129032,-0.16561290322580646,463.327677032258,-0.10570967741935487,2793.643357,0.14928571428571433,15.726666666666668,1240.4809523809522,-0.04931604642593945,-0.03380017358149068,2.89
2018-08-31,6700.129945774193,-0.2831935483870967,62.148077483870956,-0.7965483870967737,0.3458715483870968,-0.6452580645161295,322.0509377741936,-1.3284193548387098,2857.820429217391,0.11543478260869565,14.975260869565215,1206.308695652174,-0.04777908841255518,-0.027547586815572345,2.89
