date,close,change%
2020-09-02,3580.840088,1.046
2020-09-01,3526.649902,0.548
2020-08-31,3500.310059,-0.268
2020-08-28,3508.01001,0.381
2020-08-27,3484.550049,-0.017
2020-08-26,3478.72998,0.834
2020-08-25,3443.620117,0.223
2020-08-24,3431.280029,0.386
2020-08-21,3397.159912,0.329
2020-08-20,3385.51001,0.745
2020-08-19,3374.850098,-0.521
2020-08-18,3389.780029,0.081
2020-08-17,3381.98999,0.033
2020-08-14,3372.850098,0.124
2020-08-13,3373.429932,0.014
2020-08-12,3380.350098,0.742
2020-08-11,3333.689941,-1.087
2020-08-10,3360.469971,0.132
2020-08-07,3351.280029,0.336
2020-08-06,3349.159912,0.782
2020-08-05,3327.77002,0.313
2020-08-04,3306.51001,0.504
2020-08-03,3294.610107,0.193
2020-07-31,3271.120117,0.02
2020-07-30,3246.219971,0.447
2020-07-29,3258.439941,0.967
2020-07-28,3218.439941,-0.489
2020-07-27,3239.409912,0.608
2020-07-24,3215.629883,-0.092
2020-07-23,3235.659912,-1.1
2020-07-22,3276.02002,0.65
2020-07-21,3257.300049,-0.343
2020-07-20,3251.840088,0.854
2020-07-17,3224.72998,0.016
2020-07-16,3215.570068,0.225
2020-07-15,3226.560059,0.018
2020-07-14,3197.52002,1.796
2020-07-13,3155.219971,-1.556
2020-07-10,3185.040039,1.033
2020-07-09,3152.050049,-0.759
2020-07-08,3169.939941,0.535
2020-07-07,3145.320068,-0.667
2020-07-06,3179.719971,0.774
2020-07-02,3130.01001,-0.434
2020-07-01,3115.860107,0.32
2020-06-30,3100.290039,1.642
2020-06-29,3053.23999,1.148
2020-06-26,3009.050049,-2.087
2020-06-25,3083.76001,1.22
2020-06-24,3050.330078,-2.057
2020-06-23,3131.290039,-0.236
2020-06-22,3117.860107,0.757
2020-06-19,3097.73999,-1.355
2020-06-18,3115.340088,0.442
2020-06-17,3113.48999,-0.722
2020-06-16,3124.73999,-0.2
2020-06-15,3066.590088,2.433
2020-06-12,3041.310059,-0.968
2020-06-11,3002.100098,-3.888
2020-06-10,3190.139893,-0.724
2020-06-09,3207.179932,-0.191
2020-06-08,3232.389893,1.015
2020-06-05,3193.929932,0.951
2020-06-04,3112.350098,0.025
2020-06-03,3122.870117,0.774
2020-06-02,3080.820068,0.523
2020-06-01,3055.72998,0.558
2020-05-29,3044.310059,0.633
2020-05-28,3029.72998,-0.554
2020-05-27,3036.129883,0.679
2020-05-26,2991.77002,-0.41
2020-05-22,2955.449951,0.251
2020-05-21,2948.51001,-0.722
2020-05-20,2971.610107,0.609
2020-05-19,2922.939941,-0.87
2020-05-18,2953.909912,1.374
2020-05-15,2863.699951,1.193
2020-05-14,2852.5,2.074
2020-05-13,2820.0,-1.6
2020-05-12,2870.120117,-2.36
2020-05-11,2930.189941,0.505
2020-05-08,2929.800049,0.721
2020-05-07,2881.189941,0.102
2020-05-06,2848.419922,-1.204
2020-05-05,2868.439941,-0.015
2020-05-04,2842.73999,0.985
2020-05-01,2830.709961,-1.338
2020-04-30,2912.429932,-0.631
2020-04-29,2939.51001,0.721
2020-04-28,2863.389893,-1.6
2020-04-27,2878.47998,0.835
2020-04-24,2836.73999,0.857
2020-04-23,2797.800049,-0.449
2020-04-22,2799.310059,0.41
2020-04-21,2736.560059,-1.733
2020-04-20,2823.159912,-0.789
2020-04-17,2874.560059,1.13
2020-04-16,2799.550049,0.008
2020-04-15,2783.360107,-0.439
2020-04-14,2846.060059,1.46
2020-04-13,2761.629883,-0.749
2020-04-09,2789.820068,0.462
2020-04-08,2749.97998,2.42
2020-04-07,2659.409912,-2.893
2020-04-06,2663.679932,3.312
2020-04-03,2488.649902,-1.045
2020-04-02,2526.899902,2.781
2020-04-01,2470.5,-1.104
2020-03-31,2584.590088,-1.151
2020-03-30,2626.649902,2.644
2020-03-27,2541.469971,-0.563
2020-03-26,2630.070068,5.149
2020-03-25,2475.560059,0.724
2020-03-24,2447.330078,4.389
2020-03-23,2237.399902,-2.327
2020-03-20,2304.919922,-5.223
2020-03-19,2409.389893,0.665
2020-03-18,2398.100098,-1.576
2020-03-17,2529.189941,4.268
2020-03-16,2386.129883,-4.882
2020-03-13,2711.02002,5.488
2020-03-12,2480.639893,-5.71
2020-03-11,2741.379883,-2.981
2020-03-10,2882.22998,2.444
2020-03-09,2746.560059,-4.097
2020-03-06,2972.370117,0.615
2020-03-05,3023.939941,-1.683
2020-03-04,3130.120117,2.77
2020-03-03,3003.370117,-3.006
2020-03-02,3090.22998,3.898
2020-02-28,2954.219971,1.279
2020-02-27,2978.76001,-2.736
2020-02-26,3116.389893,-0.749
2020-02-25,3128.209961,-3.419
