date,BTC,LTC,XRP,ETH,BCN,sp500_close,change%,silver_close,silver_rate%,gold_close,gold_rate%
2020-06-11,9321.78125,43.514709,0.19018,231.702667,0.000224,3002.100098,-3.888,17.889,0.023281089,1739.8,0.001439015
2020-06-10,9870.094727,46.679977,0.202938,247.444946,0.000234,3190.139893,-0.724,17.796,-0.005198725,1720.7,-0.010978273
2020-06-09,9795.700195,46.069412,0.202013,244.911453,0.000234,3207.179932,-0.191,17.794,-0.000112385,1721.9,0.000697391
2020-06-08,9771.489258,46.473972,0.203771,246.309906,0.00024,3232.389893,1.015,17.893,0.005563673,1705.1,-0.009756664
2020-06-05,9665.533203,47.053146,0.204092,241.221985,0.000249,3193.929932,0.951,17.479,-0.02313754,1683,-0.012961117
2020-06-04,9800.636719,47.637596,0.204982,244.426392,0.000248,3112.350098,0.025,18.061,0.033297099,1727.4,0.026381462
2020-06-03,9656.717773,47.172894,0.203663,244.179321,0.000241,3122.870117,0.774,17.958,-0.005702896,1704.8,-0.013083246
2020-06-02,9529.803711,45.923515,0.202764,237.219055,0.000239,3080.820068,0.523,18.26,0.016817017,1734,0.017128109
2020-06-01,10167.26856,48.125233,0.210249,246.99176,0.000245,3055.72998,0.558,18.827,0.031051479,1750.3,0.009400231
2020-05-29,9439.124023,44.652466,0.198348,220.675125,0.000238,3044.310059,0.633,18.44,-0.020555585,1736.9,-0.00765583
2020-05-28,9525.750977,44.758698,0.200595,219.840439,0.000249,3029.72998,-0.554,17.967,-0.025650759,1728.3,-0.00495135
2020-05-27,9181.017578,43.861431,0.197857,208.863434,0.000251,3036.129883,0.679,17.757,-0.011688095,1726.8,-0.000867905
2020-05-26,8835.052734,42.432056,0.193975,201.902313,0.000244,2991.77002,-0.41,17.595,-0.009123163,1728.2,0.000810748
2020-05-22,9182.577148,44.207581,0.200343,207.169189,0.000248,2955.449951,0.251,17.664,0.003921569,1734.6,0.003703275
2020-05-21,9081.761719,42.742702,0.195509,199.883606,0.00023,2948.51001,-0.722,17.364,-0.016983696,1721.9,-0.007321573
2020-05-20,9522.981445,44.172127,0.201707,210.096741,0.000216,2971.610107,0.609,18.002,0.036742686,1750.6,0.016667635
2020-05-19,9729.038086,45.38361,0.204028,213.451111,0.000229,2922.939941,-0.87,17.901,-0.005610488,1745.6,-0.002856164
2020-05-18,9726.575195,45.201073,0.205176,214.525055,0.000234,2953.909912,1.374,17.468,-0.024188593,1734.4,-0.006416132
2020-05-15,9328.197266,42.833981,0.198911,195.622665,0.000237,2863.699951,1.193,17.046,-0.024158461,1753.4,0.010954797
2020-05-14,9733.72168,43.945335,0.203129,202.949097,0.00026,2852.5,2.074,16.156,-0.052211663,1740.9,-0.007129007
2020-05-13,9269.987305,43.13456,0.20148,199.193283,0.000279,2820,-1.6,15.671,-0.030019807,1716.4,-0.014073181
2020-05-12,8804.477539,42.111881,0.197637,189.3125,0.000263,2870.120117,-2.36,15.709,0.002424861,1706.8,-0.005593102
2020-05-11,8601.795898,41.699963,0.194064,185.912842,0.000244,2930.189941,0.505,15.68,-0.001846075,1698,-0.005155847
2020-05-08,9842.666016,47.882217,0.219827,212.991577,0.0003,2929.800049,0.721,15.74,0.003826531,1709.9,0.007008245
2020-05-07,9951.518555,47.330116,0.218917,212.289398,0.000304,2881.189941,0.102,15.59,-0.00952986,1725.8,0.009298789
2020-05-06,9268.761719,45.942867,0.21521,204.055786,0.000292,2848.419922,-1.204,15.015,-0.036882617,1688.5,-0.021613165
2020-05-05,9003.070313,46.787258,0.216463,206.774399,0.00028,2868.439941,-0.015,15.11,0.006327006,1710.6,0.01308854
2020-05-04,8912.654297,47.473492,0.218963,208.174011,0.000266,2842.73999,0.985,14.796,-0.02078094,1713.3,0.001578394
2020-05-01,8864.766602,47.791702,0.219248,214.219101,0.000272,2830.709961,-1.338,14.863,0.004528251,1694.5,-0.010972976
2020-04-30,8658.553711,46.71402,0.212761,207.602051,0.000263,2912.429932,-0.631,14.973,0.007400928,1694.2,-0.000177043
2020-04-29,8801.038086,49.181301,0.227432,216.968231,0.000268,2939.51001,0.721,15.16,0.012489147,1703.4,0.005430292
2020-04-28,7807.058594,46.028702,0.215484,198.41539,0.000244,2863.389893,-1.6,15.328,0.011081794,1722.2,0.01103675
2020-04-27,7795.601074,44.710064,0.197978,197.224716,0.000245,2878.47998,0.835,15.341,0.000848121,1723.8,0.000929044
2020-04-24,7550.900879,44.810452,0.193665,189.236938,0.000241,2836.73999,0.857,15.254,-0.005671078,1723.5,-0.000174034
2020-04-23,7429.724609,42.937214,0.191711,185.028671,0.000243,2797.800049,-0.449,15.526,0.017831388,1745.4,0.012706701
2020-04-22,7117.20752,41.887413,0.18797,182.599579,0.000225,2799.310059,0.41,15.503,-0.001481386,1738.3,-0.004067835
2020-04-21,6880.323242,41.040142,0.184328,172.737701,0.000227,2736.560059,-1.733,14.991,-0.033025866,1687.8,-0.029051372
2020-04-20,6881.958496,40.828384,0.18349,172.297165,0.000232,2823.159912,-0.789,15.75,0.050630378,1711.2,0.013864202
2020-04-17,7096.18457,42.745037,0.190202,171.63858,0.000268,2874.560059,1.13,15.237,-0.032571429,1689.2,-0.012856475
2020-04-16,7116.804199,42.689018,0.190104,172.157379,0.000251,2799.550049,0.008,15.766,0.03471812,1731.7,0.025159839
2020-04-15,6642.109863,39.589069,0.18127,153.286896,0.000247,2783.360107,-0.439,15.654,-0.007103894,1740.2,0.004908471
2020-04-14,6842.427734,41.053841,0.185335,157.59639,0.000239,2846.060059,1.46,16.341,0.043886547,1768.9,0.016492357
2020-04-13,6845.037598,41.204342,0.187732,156.279556,0.000255,2761.629883,-0.749,15.479,-0.05275075,1744.8,-0.013624286
2020-04-09,7302.089355,46.384979,0.198257,170.807144,0.000275,2789.820068,0.462,15.995,0.033335487,1736.2,-0.004928932
2020-04-08,7334.098633,46.319859,0.200869,172.641739,0.000235,2749.97998,2.42,15.205,-0.049390435,1684.3,-0.029892869
2020-04-07,7176.414551,44.667931,0.192093,165.101944,0.000233,2659.409912,-2.893,15.48,0.018086156,1683.7,-0.000356231
2020-04-06,7271.78125,44.391121,0.195506,169.13588,0.000255,2663.679932,3.312,15.111,-0.023837209,1677,-0.003979331
2020-04-03,6733.387207,40.359135,0.179467,142.091309,0.000212,2488.649902,-1.045,14.436,-0.044669446,1633.7,-0.025819917
2020-04-02,6793.624512,39.874168,0.17864,142.029144,0.000204,2526.899902,2.781,14.654,0.015101136,1637.7,0.00244843
2020-04-01,6606.776367,39.380814,0.175323,135.634552,0.000193,2470.5,-1.104,13.984,-0.045721305,1591.4,-0.028271356
2020-03-31,6438.644531,39.299103,0.174563,133.593567,0.000197,2584.590088,-1.151,14.098,0.008152174,1583.4,-0.00502702
2020-03-30,6429.841797,39.13829,0.172171,132.904541,0.000205,2626.649902,2.644,14.132,0.00241169,1643.2,0.037766831
2020-03-27,6469.79834,38.918476,0.176195,133.937943,0.000227,2541.469971,-0.563,14.498,0.02589867,1623.9,-0.011745375
2020-03-26,6716.44043,40.160599,0.175019,138.361557,0.000254,2630.070068,5.149,14.676,0.012277556,1660.3,0.022415173
2020-03-25,6681.062988,39.151222,0.161633,136.195892,0.000239,2475.560059,0.724,14.873,0.013423276,1634.3,-0.015659821
2020-03-24,6734.803711,40.490646,0.162255,138.761444,0.00023,2447.330078,4.389,14.229,-0.043299939,1660.2,0.015847764
2020-03-23,6416.314941,38.765766,0.157419,134.911606,0.000213,2237.399902,-2.327,13.261,-0.068030079,1572.7,-0.052704493
2020-03-20,6198.77832,38.131954,0.156868,132.737167,0.000238,2304.919922,-5.223,12.349,-0.068773094,1484,-0.056399822
2020-03-19,6191.192871,39.073765,0.165037,136.593857,0.000221,2409.389893,0.665,12.134,-0.017410317,1479.3,-0.003167116
2020-03-18,5238.438477,33.684177,0.1431,114.84227,0.000249,2398.100098,-1.576,11.772,-0.029833526,1477.9,-0.000946394
2020-03-17,5225.629395,33.563869,0.144524,113.942749,0.000227,2529.189941,4.268,12.469,0.059208291,1524.9,0.031801881
2020-03-16,5014.47998,32.876217,0.141063,110.605873,0.000206,2386.129883,-4.882,12.816,0.027829016,1486.5,-0.025181979
2020-03-13,5563.707031,37.437954,0.159352,133.201813,0.000259,2711.02002,5.488,14.5,0.131398252,1516.7,0.020316179
2020-03-12,4970.788086,30.930883,0.139635,112.347122,0.000211,2480.639893,-5.71,16.005,0.103793103,1590.3,0.048526406
2020-03-11,7911.430176,48.463787,0.208096,194.86853,0.000337,2741.379883,-2.981,16.776,0.048172446,1642.3,0.032698233
2020-03-10,7909.729492,50.25639,0.212235,200.767242,0.000376,2882.22998,2.444,16.906,0.007749165,1659.1,0.010229556
2020-03-09,7923.644531,50.168148,0.209181,201.986328,0.000367,2746.560059,-4.097,17.054,0.008754288,1675.7,0.010005425
2020-03-06,9122.545898,63.0256,0.244088,243.525299,0.000449,2972.370117,0.615,17.263,0.012255189,1672.4,-0.001969326
2020-03-05,9078.762695,62.04546,0.239582,229.268188,0.000457,3023.939941,-1.683,17.342,0.004576261,1666.4,-0.003587658
2020-03-04,8755.246094,60.38242,0.23453,224.517975,0.000496,3130.120117,2.77,17.246,-0.005535694,1643,-0.014042247
2020-03-03,8787.786133,61.144474,0.234381,224.47963,0.000469,3003.370117,-3.006,17.129,-0.006784182,1642.1,-0.000547778
2020-03-02,8869.669922,60.995548,0.238747,230.569778,0.000442,3090.22998,3.898,16.679,-0.026271236,1592.3,-0.03032702
2020-02-28,8672.455078,59.763958,0.236296,226.760498,0.000426,2954.219971,1.279,16.387,-0.017507045,1564.1,-0.01771023
2020-02-27,8784.494141,61.507885,0.237116,226.753403,0.000484,2978.76001,-2.736,17.735,0.082260328,1642.5,0.050124672
2020-02-26,8820.522461,61.014309,0.230851,225.680267,0.000436,3116.389893,-0.749,17.914,0.010093036,1643.1,0.000365297
2020-02-25,9341.705078,71.180244,0.253412,247.817596,0.000479,3128.209961,-3.419,18.268,0.019761081,1650,0.004199379
2020-02-24,9650.174805,75.535622,0.270627,265.216431,0.000494,3225.889893,-0.974,18.96,0.037880447,1676.6,0.016121212
2020-02-21,9686.441406,73.45092,0.274938,265.600616,0.000497,3337.75,-0.677,18.521,-0.023154008,1644.6,-0.019086246
2020-02-20,9608.475586,69.624847,0.272396,257.949463,0.000533,3373.22998,-0.214,18.319,-0.010906539,1620.5,-0.014654019
2020-02-19,9633.386719,71.135941,0.277602,259.763977,0.000559,3386.149902,0.17,18.311,-0.000436705,1611.8,-0.005368713
2020-02-18,10141.99609,77.035179,0.297913,281.94458,0.000517,3370.290039,0.037,18.131,-0.009830157,1600,-0.007321008
2020-02-14,10312.11621,82.990349,0.334822,284.217499,0.000679,3380.159912,0.062,17.715,-0.022944129,1582.7,-0.0108125
2020-02-13,10214.37988,80.403427,0.326706,268.099243,0.000379,3373.939941,0.239,17.619,-0.005419136,1578.8,-0.002464144
2020-02-12,10326.05469,81.297455,0.304393,265.406128,0.000344,3379.449951,0.266,17.497,-0.006924343,1571.6,-0.004560426
2020-02-11,10208.23633,76.597397,0.280141,235.851196,0.000377,3357.75,-0.241,17.573,0.004343602,1565.6,-0.003817765
2020-02-10,9856.611328,74.335098,0.27408,223.522705,0.00029,3352.090088,1.019,17.785,0.012063962,1579.5,0.008878385
2020-02-07,9795.943359,74.356117,0.279284,222.726059,0.000367,3327.709961,-0.235,17.665,-0.006747259,1568.6,-0.006900918
2020-02-06,9729.801758,73.388687,0.282214,212.339081,0.000365,3345.780029,0.026,17.818,0.008661194,1570,0.000892516
2020-02-05,9613.423828,72.493103,0.277468,204.23024,0.000295,3334.689941,0.294,17.602,-0.012122573,1562.8,-0.004585987
2020-02-04,9180.962891,68.195778,0.266808,189.250595,0.000287,3297.590088,0.518,17.561,-0.002329281,1555.5,-0.004671103
2020-02-03,9293.521484,69.78022,0.254627,189.865067,0.000328,3248.919922,0.41,17.67,0.006206936,1582.4,0.017293475
2020-01-31,9350.529297,67.879494,0.239233,180.160172,0.000292,3225.52002,-1.731,17.972,0.017091115,1582.9,0.000315976
2020-01-30,9508.993164,68.159065,0.243642,184.690475,0.0003,3283.659912,0.836,17.992,0.001112842,1589.2,0.003980037
2020-01-29,9316.629883,60.077934,0.23573,175.050339,0.000286,3273.399902,-0.488,17.487,-0.02806803,1576,-0.008306066
2020-01-28,9358.589844,60.671814,0.238488,176.370316,0.000293,3276.23999,0.642,17.458,-0.001658375,1575.8,-0.000126904
2020-01-27,8909.819336,58.763268,0.231222,170.930893,0.000335,3243.629883,-0.109,18.056,0.034253637,1583.7,0.005013327
2020-01-24,8445.43457,54.531788,0.223041,163.051178,0.000261,3295.469971,-1.129,18.057,5.54E-05,1571.1,-0.007956052
2020-01-23,8406.515625,54.63026,0.226104,162.928558,0.000306,3325.540039,0.295,17.829,-0.012626682,1571.6,0.000318248
2020-01-22,8680.875977,58.354725,0.236056,168.294159,0.000315,3321.75,-0.248,17.828,-5.61E-05,1556.7,-0.009480784
2020-01-21,8745.894531,57.647881,0.237166,169.697159,0.000318,3320.790039,-0.007,17.751,-0.004319049,1556.4,-0.000192715
2020-01-17,8929.038086,61.487125,0.238776,170.779953,0.000286,3329.620117,0.179,18.013,0.014759732,1558.8,0.00154202
2020-01-16,8723.786133,57.618256,0.228574,164.391006,0.000267,3316.810059,0.419,17.939,-0.004108144,1550.5,-0.005324609
2020-01-15,8807.010742,58.052849,0.232895,166.230682,0.000287,3289.290039,0.214,17.988,0.002731479,1554,0.002257336
2020-01-14,8827.764648,58.478233,0.234687,165.955353,0.000291,3283.149902,-0.067,17.742,-0.013675784,1544.6,-0.006048906
2020-01-13,8144.194336,49.733768,0.212617,144.226593,0.000277,3288.129883,0.52,17.996,0.014316312,1550.6,0.003884501
2020-01-10,8166.554199,48.727329,0.212306,143.963776,0.000288,3265.350098,-0.502,18.033,0.002056012,1557.5,0.00444989
2020-01-09,7879.071289,45.215931,0.204899,138.979202,0.000297,3274.699951,0.265,17.936,-0.005379027,1554.3,-0.002054575
2020-01-08,8079.862793,45.653767,0.209026,141.258133,0.000242,3253.050049,0.446,18.167,0.012879126,1560.2,0.003795921
2020-01-07,8163.692383,46.424583,0.213917,143.543991,0.000296,3237.179932,-0.144,18.393,0.012440139,1574.3,0.009037303
2020-01-06,7769.219238,45.816353,0.22151,144.304153,0.000265,3246.280029,0.893,18.179,-0.011634861,1568.8,-0.003493616
2020-01-03,7344.884277,42.415573,0.193521,134.171707,0.000252,3234.850098,0.263,18.068,-0.006105946,1549.2,-0.012493626
2020-01-02,6985.470215,39.823017,0.188043,127.410179,0.000231,3257.850098,0.406,18.046,-0.001217622,1528.1,-0.013619933
2019-12-31,7193.599121,41.340073,0.192894,129.610855,0.000286,3230.780029,0.485,17.828,-0.012080239,1519.5,-0.005627904
2019-12-30,7292.995117,42.747337,0.194474,132.633484,0.000282,3221.290039,-0.58,18.001,0.009703837,1518.6,-0.0005923
2019-12-27,7290.088379,41.178173,0.191102,127.214607,0.000274,3240.02002,-0.222,17.943,-0.003222043,1518.1,-0.000329251
2019-12-26,7238.966797,40.266037,0.190394,126.361221,0.000289,3239.909912,0.394,17.99,0.002619406,1514.4,-0.002437257
2019-12-24,7322.532227,40.678017,0.192198,129.063889,0.000293,3223.379883,-0.064,17.757,-0.01295164,1499.1,-0.010103011
2019-12-23,7355.628418,40.847473,0.190943,128.61409,0.000294,3224.01001,-0.063,17.499,-0.014529481,1488.7,-0.006937496
2019-12-20,7218.816406,40.290157,0.195316,129.066055,0.000288,3221.219971,-0.065,17.128,-0.021201211,1474.7,-0.009404178
2019-12-19,7202.844238,39.920296,0.19082,129.321136,0.000292,3205.370117,0.409,17.058,-0.004086875,1478.2,0.002373364
2019-12-18,7276.802734,40.778545,0.196176,133.092194,0.000309,3191.139893,-0.127,17.049,-0.000527612,1478.7,0.000338249
2019-12-17,6640.515137,37.083427,0.183699,122.603889,0.000282,3192.52002,-0.09,17.072,0.001349053,1480.6,0.001284912
2019-12-16,6932.480469,40.37426,0.207225,133.614029,0.00032,3191.449951,0.246,17.113,0.002401593,1480.5,-6.75E-05
2019-12-13,7269.68457,44.450581,0.220755,144.944748,0.000291,3168.800049,0.068,16.912,-0.011745457,1475.6,-0.003309693
2019-12-12,7243.134277,44.082169,0.219859,145.604004,0.00029,3168.570068,0.87,16.949,0.002187796,1472.3,-0.002236378
2019-12-11,7217.427246,43.945698,0.222053,143.608002,0.000298,3141.629883,0.188,16.849,-0.005900053,1475,0.001833865
2019-12-10,7278.119629,44.644241,0.224302,146.267044,0.000298,3132.52002,-0.091,16.596,-0.015015728,1462.6,-0.00840678
2019-12-09,7400.899414,44.939243,0.225452,148.225174,0.000295,3135.959961,-0.188,16.642,0.002771752,1464.9,0.001572542
2019-12-06,7546.996582,45.67012,0.225505,149.194443,0.000359,3145.909912,0.36,16.481,-0.009674318,1459.1,-0.003959315
2019-12-05,7448.307617,45.30164,0.222928,149.248993,0.000303,3117.429932,-0.057,17.059,0.035070687,1483.1,0.016448496
2019-12-04,7252.034668,45.192951,0.216348,146.747742,0.000305,3112.76001,0.298,16.916,-0.008382672,1480.2,-0.001955364
2019-12-03,7320.145508,45.381603,0.21987,147.956421,0.000329,3093.199951,0.188,17.125,0.012355167,1478.2,-0.001351169
2019-12-02,7321.988281,45.817017,0.219581,149.059158,0.000344,3113.870117,-0.954,16.966,-0.009284672,1469.2,-0.006088486
2019-11-29,7761.243652,48.879158,0.230217,155.304153,0.00032,3140.97998,-0.197,17.106,0.008251798,1472.7,0.002382249
2019-11-27,7531.663574,48.008808,0.225081,153.010559,0.000319,3153.629883,0.259,16.912,-0.01134105,1453.4,-0.013105181
2019-11-26,7218.371094,47.273342,0.222145,148.965073,0.000304,3140.52002,0.181,17.188,0.016319773,1467.4,0.009632586
2019-11-25,7146.133789,45.830338,0.218622,146.476532,0.000314,3133.639893,0.52,17.03,-0.00919246,1463.8,-0.002453319
2019-11-22,7296.577637,47.615536,0.2316,150.268173,0.000337,3110.290039,-0.036,17.147,0.006870229,1468.8,0.003415767
2019-11-21,7642.75,50.883053,0.243766,161.462723,0.000314,3103.540039,-0.159,17.211,0.003732431,1470.5,0.001157407
2019-11-20,8027.268066,55.290924,0.251364,175.698349,0.000331,3108.459961,-0.199,17.1,-0.006449364,1470,-0.00034002
2019-11-19,8206.145508,55.623985,0.2565,177.455551,0.000392,3120.179932,-0.232,17.103,0.000175439,1473.3,0.002244898
2019-11-18,8309.286133,56.800949,0.255653,180.559601,0.00035,3122.030029,0.132,17,-0.006022335,1471.9,-0.000950248
2019-11-15,8491.992188,57.81171,0.261654,180.521179,0.000385,3120.459961,0.403,16.933,-0.003941176,1467.3,-0.003125212
2019-11-14,8708.094727,59.429893,0.270391,185.999634,0.000373,3096.629883,0.19,17.028,0.005610347,1473.4,0.004157296
2019-11-13,8808.262695,61.111347,0.273036,188.258743,0.000379,3094.040039,0.32,16.913,-0.006753582,1463.3,-0.006854893
2019-11-12,8815.662109,61.340298,0.272418,186.843414,0.000429,3091.840088,0.083,16.677,-0.013953763,1452.1,-0.007653933
2019-11-11,8757.788086,61.899105,0.275086,185.489639,0.000403,3087.01001,0.217,16.802,0.007495353,1457.1,0.003443289
2019-11-08,8804.880859,60.529919,0.276953,184.211472,0.000382,3093.080078,0.384,16.783,-0.001130818,1461.3,0.002882438
2019-11-07,9267.561523,61.843224,0.292431,187.976547,0.000438,3085.179932,-0.06,16.97,0.011142227,1464.2,0.001984534
2019-11-06,9360.879883,64.268745,0.310086,191.593842,0.000459,3076.780029,0.055,17.598,0.037006482,1493.1,0.019737741
2019-11-05,9342.527344,63.302765,0.301255,189.304169,0.000395,3074.620117,-0.201,17.568,-0.001704739,1483.7,-0.006295627
2019-11-04,9412.612305,61.573059,0.299937,186.355194,0.000395,3078.27002,-0.022,18.066,0.028346995,1511.1,0.018467345
2019-11-01,9261.104492,58.583645,0.292642,183.96991,0.000423,3066.909912,0.531,18.004,-0.003431861,1508,-0.002051486
2019-10-31,9199.584961,58.780685,0.296358,183.966919,0.00038,3037.560059,-0.307,18.067,0.003499222,1514.8,0.004509284
2019-10-30,9205.726563,58.420971,0.296555,184.692169,0.000375,3046.77002,0.231,17.815,-0.013948082,1493.2,-0.014259308
2019-10-29,9427.6875,59.869625,0.301956,190.342575,0.000382,3036.889893,0.049,17.831,0.00089812,1490.7,-0.001674257
2019-10-28,9256.148438,58.126839,0.296007,182.662811,0.000404,3039.419922,0.241,17.876,0.002523695,1495.8,0.003421212
2019-10-25,8660.700195,56.939011,0.298165,181.523209,0.000409,3022.550049,0.64,17.861,-0.000839114,1499.5,0.002473593
2019-10-24,7493.48877,50.067665,0.278491,162.168533,0.000363,3010.290039,-0.149,17.804,-0.003191311,1504.7,0.003467823
2019-10-23,7514.671875,49.627956,0.274143,162.402786,0.000346,3004.52002,0.351,17.58,-0.012581442,1495.7,-0.005981259
2019-10-22,8078.203125,53.744362,0.291607,172.300858,0.000339,2995.98999,-0.49,17.5,-0.004550626,1487.5,-0.005482383
2019-10-21,8243.720703,54.938297,0.292979,174.92099,0.000399,3006.719971,0.342,17.602,0.005828571,1488.1,0.000403361
2019-10-18,7973.20752,53.491692,0.295005,173.621338,0.000388,2986.199951,-0.355,17.502,-0.005681173,1488.2,6.72E-05
2019-10-17,8103.911133,54.884476,0.302315,178.028351,0.000385,2997.949951,-0.094,17.612,0.006284996,1498.3,0.006786722
2019-10-16,8047.526855,52.923107,0.28464,176.013504,0.000399,2989.689941,0,17.427,-0.010504202,1494,-0.002869919
2019-10-15,8205.369141,54.944206,0.288702,181.406067,0.000406,2995.679932,0.742,17.308,-0.006828485,1483.5,-0.007028112
2019-10-14,8374.686523,56.975399,0.296523,186.960907,0.000361,2966.149902,0.011,17.71,0.023226254,1497.6,0.00950455
2019-10-11,8321.756836,56.29697,0.271099,182.569687,0.000413,2970.27002,0.243,17.462,-0.014003388,1488.7,-0.005942842
2019-10-10,8586.473633,57.776085,0.272073,191.659668,0.000429,2938.129883,0.671,17.602,0.008017409,1500.9,0.00819507
2019-10-09,8595.740234,59.430866,0.281627,193.293259,0.000425,2919.399902,0.285,17.81,0.011816839,1512.8,0.007928576
2019-10-08,8228.783203,57.398586,0.278459,182.021561,0.000417,2893.060059,-0.936,17.617,-0.010836609,1497.2,-0.010312004
2019-10-07,8245.623047,57.7883,0.275685,181.18634,0.000446,2938.790039,-0.185,17.54,-0.004370778,1504.4,0.004808977
2019-10-04,8205.939453,56.85321,0.253935,176.985001,0.000433,2952.01001,1.146,17.54,0,1506.2,0.00119649
2019-10-03,8259.992188,56.546814,0.24786,175.199341,0.000415,2910.629883,0.875,17.676,0.007753706,1513.8,0.005045811
2019-10-02,8393.041992,56.508926,0.253539,180.71051,0.000418,2887.610107,-1.271,17.592,-0.004752206,1501,-0.008455542
2019-10-01,8343.276367,56.058075,0.249565,177.340424,0.000411,2940.25,-1.456,17.302,-0.016484766,1489,-0.00799467
2019-09-30,8293.868164,56.056908,0.255933,179.872208,0.000428,2976.73999,0.326,16.998,-0.017570223,1472.9,-0.010812626
2019-09-27,8251.845703,56.360851,0.244021,174.710999,0.000414,2961.790039,-0.793,17.552,0.03259207,1506.4,0.022744246
2019-09-26,8118.967773,55.540619,0.243784,166.727127,0.000407,2977.620117,-0.272,17.912,0.020510483,1515.2,0.005841742
2019-09-25,8486.993164,57.658009,0.246441,170.8927,0.000422,2984.870117,0.557,18.073,0.008988388,1512.3,-0.001913939
2019-09-24,8620.566406,55.823639,0.235226,168.110733,0.000381,2966.600098,-1.193,18.517,0.024567034,1532.1,0.01309264
2019-09-23,9729.324219,66.851891,0.268675,201.92131,0.000517,2991.780029,0.278,18.711,0.010476859,1531.5,-0.000391619
2019-09-20,10181.6416,75.149094,0.29447,218.050049,0.000564,2992.070068,-0.543,17.738,-0.052001496,1507.3,-0.015801502
2019-09-19,10266.41504,77.059624,0.302441,221.280853,0.000512,3006.790039,-0.119,17.884,0.008230917,1506.2,-0.000729782
2019-09-18,10198.24805,77.969131,0.313776,211.393036,0.000598,3006.72998,0.174,17.919,0.001957057,1515.8,0.006373656
2019-09-17,10241.27246,74.22123,0.285013,208.608749,0.000422,3005.699951,0.335,18.14,0.012333278,1513.4,-0.001583322
2019-09-16,10276.79395,72.573112,0.260952,197.113174,0.000458,2997.959961,0.052,17.901,-0.013175303,1503.1,-0.006805868
2019-09-13,10360.54688,68.988617,0.255551,181.109726,0.000456,3007.389893,-0.16,17.436,-0.025976202,1490.9,-0.008116559
2019-09-12,10410.12695,69.225075,0.254811,181.016098,0.000436,3009.570068,0.016,18.177,0.042498279,1507.4,0.011067141
2019-09-11,10178.37207,69.922142,0.255956,178.725494,0.000441,3000.929932,0.655,18.17,-0.000385102,1503.2,-0.002786254
2019-09-10,10115.97559,70.823395,0.258671,179.78717,0.000488,2979.389893,0.282,18.186,0.000880572,1499.2,-0.00266099
2019-09-09,10334.97461,70.192238,0.259562,181.149475,0.000494,2978.429932,-0.335,18.167,-0.00104476,1511.1,0.007937567
2019-09-06,10353.30273,65.228203,0.25234,169.956177,0.000493,2978.709961,-0.054,17.968,-0.010953927,1506.2,-0.003242671
2019-09-05,10575.5332,65.395569,0.256346,174.217133,0.000516,2976,0.52,18.807,0.046694123,1525.5,0.012813703
2019-09-04,10594.49316,67.285629,0.259905,175.992889,0.000511,2937.780029,0.448,19.547,0.039347052,1560.4,0.022877745
2019-09-03,10623.54004,69.129257,0.263139,179.499329,0.000529,2906.27002,-0.094,19.237,-0.015859211,1555.9,-0.002883876
2019-08-30,9598.173828,64.332977,0.256218,168.834869,0.000572,2926.459961,-0.362,18.48,-0.03935125,1529.2,-0.017160486
2019-08-29,9510.200195,64.098053,0.257045,169.516739,0.000567,2924.580078,0.488,18.323,-0.008495671,1536.9,0.005035313
2019-08-28,9754.422852,67.425545,0.25745,173.889969,0.000578,2887.939941,0.932,18.456,0.007258637,1549.1,0.007938057
2019-08-27,10185.5,72.836227,0.269618,187.516663,0.00058,2869.159912,-0.829,18.298,-0.008560902,1551.8,0.001742948
2019-08-26,10370.82031,73.857178,0.270788,188.929382,0.000558,2878.379883,0.407,17.785,-0.028035851,1537.2,-0.009408429
2019-08-23,10407.96484,75.402817,0.276545,194.706207,0.000619,2847.110107,-2.197,17.554,-0.012988473,1537.6,0.000260213
2019-08-22,10131.05566,73.598595,0.270944,191.332916,0.000578,2922.949951,-0.273,17.014,-0.030762219,1497.3,-0.026209677
2019-08-21,10138.04981,72.964951,0.266261,186.891632,0.000595,2924.429932,0.082,17.29,0.016221935,1515.7,0.012288786
2019-08-20,10763.23242,75.196564,0.275806,196.565414,0.000595,2900.51001,-0.634,17.148,-0.00821284,1515.7,0
2019-08-19,10916.05371,77.263191,0.283328,203.091934,0.000615,2923.649902,0.349,16.94,-0.012129694,1511.6,-0.002705021
2019-08-16,10374.33887,74.920151,0.261971,185.440079,0.000605,2888.679932,0.836,17.122,0.010743802,1523.6,0.007938608
2019-08-15,10311.5459,76.388977,0.264882,188.50206,0.000616,2847.600098,0.049,17.214,0.005373204,1531.2,0.004988186
2019-08-14,10051.7041,76.064987,0.263343,186.607742,0.000564,2840.600098,-1.85,17.28,0.003834089,1527.8,-0.002220481
2019-08-13,10895.83008,84.406143,0.296639,208.709045,0.000652,2926.320068,1.583,16.985,-0.017071759,1514.1,-0.008967142
2019-08-12,11382.61621,85.749229,0.300322,211.288071,0.000641,2882.699951,-0.838,17.071,0.005063291,1517.2,0.002047421
2019-08-09,11862.93652,84.439377,0.297343,210.488907,0.000615,2918.649902,-0.405,16.931,-0.008201043,1508.5,-0.005734247
2019-08-08,11966.40723,90.031609,0.307661,220.941864,0.000687,2938.090088,1.446,16.936,0.000295316,1509.5,0.00066291
