date,BTC,BTC_change%,LTC,LTC_change%,XRP,XRP_change%,ETH,ETH_change%,sp500_close,sp500_change%,silver_close,silver_rate%,gold_close,gold_rate%,bonds5yr_close
2020-07-14,9243.213867,0.049,43.802864,-0.378,0.198809,0.156,240.211487,0.098,3197.52002,1.796,19.53,-0.011689692,1813.4,-0.000220531,0.0028000000000000004
2020-07-13,9243.614258,-0.362,43.91979600000001,-1.605,0.198575,-0.977,239.604584,-1.064,3155.219971,-1.556,19.788,0.013210445,1814.1,0.000386015,0.003
2020-07-10,9278.807617,0.059,44.246117,-0.583,0.198652,-2.066,240.984985,-0.775,3185.040039,1.033,19.053,-0.037143723,1801.9,-0.0067250980000000005,0.003
2020-07-09,9277.967773,-1.591,44.537457,-1.4409999999999998,0.20291,-0.826,243.015961,-1.513,3152.050049,-0.759,18.962,-0.004776151,1803.8,0.001054443,0.0028000000000000004
2020-07-08,9428.333008,1.895,45.200745,4.345,0.204692,10.757,246.670013,3.14,3169.939941,0.535,19.160999999999998,0.010494673999999999,1820.6,0.009313670999999999,0.003
2020-07-07,9252.277344,-1.036,43.31824500000001,-1.4680000000000002,0.184787,-2.005,239.075531,-0.787,3145.320068,-0.667,18.699,-0.024111476,1809.9,-0.005877183,0.0029
2020-07-06,9375.474609,3.3360000000000003,43.963493,5.686,0.188567,6.525,241.510223,6.072,3179.719971,0.774,18.582,-0.006257019,1793.5,-0.009061274,0.0031
2020-07-02,9123.410156,-1.167,41.485733,-0.601,0.177244,0.051,229.392197,-0.82,3130.01001,-0.434,18.322,-0.013992035,1790.0,-0.001951491,0.0029
2020-07-01,9228.325195,0.9,41.699245,0.6409999999999999,0.176976,0.7,231.113419,2.202,3115.860107,0.32,18.218,-0.0056762359999999994,1779.9,-0.005642458,0.0031
2020-06-30,9137.993164,-0.518,41.467793,-0.662,0.17587,-1.03,226.315002,-0.725,3100.290039,1.642,18.637,0.022999232,1800.5,0.011573683999999999,0.0029
2020-06-29,9190.854492,0.556,41.851032,1.022,0.17795899999999998,0.175,228.19487,1.257,3053.23999,1.148,18.064,-0.030745292,1781.2,-0.010719245,0.0028000000000000004
2020-06-26,9162.917969,-1.0590000000000002,43.320786,1.777,0.182671,-0.436,229.668045,-1.378,3009.050049,-2.0869999999999997,18.168,0.005757307,1780.3,-0.0005052769999999999,0.003
2020-06-25,9264.813477,-0.529,42.56353,-0.698,0.18357,-0.277,232.944489,-1.17,3083.76001,1.22,18.051,-0.006439894,1770.6,-0.00544852,0.0032
2020-06-24,9313.610352,-3.307,42.843826,-3.042,0.184272,-2.3480000000000003,235.772461,-3.446,3050.330078,-2.057,17.811,-0.013295662,1775.1,0.002541511,0.0033
2020-06-23,9629.658203,-0.15,44.179279,-0.036000000000000004,0.18868,-0.328,244.142151,0.662,3131.290039,-0.23600000000000002,18.239,0.024030094,1782.0,0.003887105,0.0033
2020-06-22,9648.717773,3.739,44.188004,2.502,0.189272,1.944,242.533188,5.908,3117.860107,0.757,18.074,-0.009046549000000001,1766.4,-0.008754209,0.0034000000000000002
2020-06-19,9288.018555,-1.2990000000000002,42.679832,-2.012,0.18679,-2.1630000000000003,227.13829,-2.077,3097.73999,-1.355,18.022000000000002,-0.0028770609999999998,1753.0,-0.007586051,0.0033
2020-06-18,9411.84082,-0.735,43.560131,-1.072,0.190957,-1.2919999999999998,232.101166,-0.342,3115.340088,0.442,17.67,-0.019531683,1731.1,-0.012492868999999998,0.0034000000000000002
2020-06-17,9480.254883,-0.561,44.032356,0.342,0.193443,1.018,233.028275,-0.624,3113.48999,-0.722,17.775,0.005942275,1735.6,0.002599503,0.0034000000000000002
2020-06-16,9538.024414,0.8859999999999999,43.87725800000001,-0.07200000000000001,0.191307,-0.912,234.41616800000003,2.026,3124.73999,-0.2,17.652,-0.0069198309999999996,1736.5,0.000518553,0.0034000000000000002
2020-06-15,9450.702148,0.6890000000000001,43.914295,-0.386,0.193074,0.762,229.928909,-1.764,3066.590088,2.4330000000000003,17.399,-0.014332653999999998,1727.2,-0.0053556,0.0033
2020-06-12,9480.84375,1.7180000000000002,44.828053,3.051,0.193943,1.988,237.49321,2.533,3041.310059,-0.968,17.482,0.004770389,1737.3,0.005847615,0.0033
2020-06-11,9321.78125,-5.555,43.514709,-6.7879999999999985,0.19018,-6.278,231.702667,-6.401,3002.100098,-3.888,17.889,0.023281088999999998,1739.8,0.001439015,0.0032
2020-06-10,9870.094727,0.7759999999999999,46.679977,1.3259999999999998,0.202938,0.475,247.444946,1.071,3190.139893,-0.7240000000000001,17.796,-0.005198725,1720.7,-0.010978273,0.0033
2020-06-09,9795.700195,0.218,46.069412,-0.865,0.202013,-0.883,244.911453,-0.513,3207.179932,-0.191,17.794,-0.000112385,1721.9,0.000697391,0.004
2020-06-08,9771.489258,0.117,46.473972,-0.397,0.203771,0.172,246.309906,0.461,3232.389893,1.015,17.893,0.005563673000000001,1705.1,-0.009756664,0.0045000000000000005
2020-06-05,9665.533203,-1.374,47.05314600000001,-1.3030000000000002,0.204092,-0.463,241.221985,-1.28,3193.929932,0.951,17.479,-0.02313754,1683.0,-0.012961117,0.004699999999999999
2020-06-04,9800.636719,1.499,47.637596,0.926,0.20498200000000005,0.618,244.426392,0.132,3112.350098,0.025,18.061,0.033297099,1727.4,0.026381462,0.004
2020-06-03,9656.717773,1.29,47.172894,2.7060000000000004,0.203663,0.375,244.179321,2.858,3122.8701170000004,0.774,17.958,-0.005702896,1704.8,-0.013083246000000001,0.0038
2020-06-02,9529.803711,-6.23,45.923515,-4.5139999999999985,0.202764,-3.53,237.219055,-3.893,3080.820068,0.523,18.26,0.016817017,1734.0,0.017128109,0.0032
2020-06-01,10167.268555,7.435,48.125233,5.597,0.210249,3.658,246.99176,6.988,3055.72998,0.5579999999999999,18.827,0.031051479,1750.3,0.009400231,0.0031
2020-05-29,9439.124023,-0.936,44.652466,-0.277,0.198348,-1.156,220.675125,0.341,3044.310059,0.633,18.44,-0.020555585,1736.9,-0.00765583,0.003
2020-05-28,9525.750977,3.71,44.758698,2.021,0.200595,1.349,219.840439,5.245,3029.72998,-0.5539999999999999,17.967,-0.025650759,1728.3,-0.00495135,0.0034000000000000002
2020-05-27,9181.017578,3.888,43.861431,3.425,0.197857,2.032,208.863434,3.4530000000000003,3036.1298829999996,0.679,17.757,-0.011688095,1726.8,-0.000867905,0.0034000000000000002
2020-05-26,8835.052734,-0.8370000000000001,42.432056,-1.153,0.193975,-1.673,201.902313,-1.636,2991.77002,-0.41,17.595,-0.009123163,1728.2,0.000810748,0.0034999999999999996
2020-05-22,9182.577148,1.126,44.207581,3.457,0.200343,2.46,207.169189,3.669,2955.449951,0.251,17.664,0.003921569000000001,1734.6,0.003703275,0.0034000000000000002
2020-05-21,9081.761719,-4.631,42.742702,-3.201,0.195509,-3.131,199.883606,-4.876,2948.51001,-0.722,17.364,-0.016983696,1721.9,-0.0073215730000000005,0.0034999999999999996
2020-05-20,9522.981445,-2.081,44.172127,-2.678,0.201707,-1.093,210.096741,-1.569,2971.610107,0.609,18.002,0.036742686000000004,1750.6,0.016667635,0.0034000000000000002
2020-05-19,9729.038086,0.02,45.38361,0.377,0.204028,-0.594,213.451111,-0.5379999999999999,2922.939941,-0.87,17.901,-0.005610488,1745.6,-0.0028561640000000004,0.0034999999999999996
2020-05-18,9726.575195,0.526,45.201073,3.57,0.20517600000000005,1.897,214.525055,3.545,2953.909912,1.374,17.468,-0.024188592999999998,1734.4,-0.006416132,0.0038
2020-05-15,9328.197266,-4.172,42.833981,-2.53,0.198911,-1.986,195.622665,-3.613,2863.699951,1.193,17.046,-0.024158461000000003,1753.4,0.010954796999999999,0.0031
2020-05-14,9733.72168,4.987,43.945335,1.973,0.203129,0.889,202.949097,2.04,2852.5,2.074,16.156,-0.052211663,1740.9,-0.007129007,0.0031
2020-05-13,9269.987305,5.276,43.13456,2.519,0.20148,1.984,199.193283,5.185,2820.0,-1.6,15.671,-0.030019807000000003,1716.4,-0.014073181,0.0031
2020-05-12,8804.477539,2.254,42.111881,0.893,0.197637,1.75,189.3125,1.848,2870.1201170000004,-2.36,15.709000000000001,0.002424861,1706.8,-0.005593101999999999,0.0034000000000000002
2020-05-11,8601.795898,-1.756,41.699963,-1.554,0.194064,-2.069,185.912842,-1.442,2930.189941,0.505,15.68,-0.001846075,1698.0,-0.005155847,0.0036
2020-05-08,9842.666016,-0.941,47.882217,1.214,0.219827,0.452,212.991577,0.374,2929.800049,0.721,15.74,0.0038265309999999998,1709.9,0.007008245,0.0033
2020-05-07,9951.518555,7.4460000000000015,47.330116,2.8480000000000003,0.218917,1.592,212.289398,4.1080000000000005,2881.189941,0.102,15.59,-0.00952986,1725.8,0.009298789,0.0029
2020-05-06,9268.761719,2.901,45.942867,-1.766,0.21521,-0.495,204.055786,-1.175,2848.419922,-1.204,15.015,-0.036882617,1688.5,-0.021613165,0.0037
2020-05-05,9003.070313,1.012,46.787258,-1.3969999999999998,0.216463,-1.119,206.774399,-0.595,2868.439941,-0.015,15.11,0.006327006,1710.6,0.01308854,0.0036
2020-05-04,8912.654297,0.19,47.473492,-1.595,0.218963,-0.223,208.174011,-1.288,2842.73999,0.985,14.796,-0.02078094,1713.3,0.0015783939999999999,0.0036
2020-05-01,8864.766602,2.214,47.791702,2.306,0.219248,3.002,214.219101,3.039,2830.709961,-1.338,14.863,0.004528251,1694.5,-0.010972976,0.0036
2020-04-30,8658.553711,-1.581,46.71402,-4.952,0.212761,-6.343,207.602051,-4.291,2912.429932,-0.631,14.972999999999999,0.007400928,1694.2,-0.000177043,0.0036
2020-04-29,8801.038086,12.737,49.181301,6.704,0.227432,5.5070000000000014,216.968231,9.323,2939.51001,0.721,15.16,0.012489146999999999,1703.4,0.005430292,0.0036
2020-04-28,7807.058594,0.129,46.028702,2.885,0.215484,8.806000000000003,198.41539,0.579,2863.389893,-1.6,15.328,0.011081793999999999,1722.2,0.01103675,0.0037
2020-04-27,7795.601073999998,1.513,44.710064,0.073,0.197978,0.6509999999999999,197.224716,-0.127,2878.47998,0.835,15.341,0.0008481210000000001,1723.8,0.000929044,0.0040999999999999995
2020-04-24,7550.900879000002,1.57,44.81045200000001,4.223,0.193665,0.933,189.236938,2.168,2836.73999,0.857,15.254000000000001,-0.005671078,1723.5,-0.00017403400000000002,0.0036
2020-04-23,7429.724609000001,4.331,42.937214,2.53,0.191711,2.033,185.028671,1.319,2797.800049,-0.449,15.526,0.017831388,1745.4,0.012706701,0.0037
2020-04-22,7117.20752,3.4560000000000004,41.887413,2.181,0.18797,2.0580000000000003,182.599579,5.75,2799.310059,0.41,15.503,-0.0014813860000000001,1738.3,-0.004067835,0.0037
2020-04-21,6880.323242,0.008,41.040142,0.565,0.184328,0.54,172.737701,0.419,2736.560059,-1.733,14.991,-0.033025866,1687.8,-0.029051372000000002,0.0034000000000000002
2020-04-20,6881.958495999998,-4.243,40.828384,-4.3260000000000005,0.18349,-3.841,172.29716499999995,-5.06,2823.159912,-0.789,15.75,0.050630378,1711.2,0.013864201999999999,0.0034999999999999996
2020-04-17,7096.18457,-0.28600000000000003,42.745037,0.16399999999999998,0.190202,-0.026,171.63858000000005,-0.3720000000000001,2874.560059,1.13,15.237,-0.032571429,1689.2,-0.012856475,0.0036
2020-04-16,7116.804198999998,7.172999999999999,42.689018,7.682,0.190104,4.883,172.157379,12.374,2799.550049,0.008,15.765999999999998,0.03471812,1731.7,0.025159839,0.0034999999999999996
2020-04-15,6642.1098630000015,-2.972,39.589069,-3.63,0.18127,-2.207,153.28689599999996,-2.716,2783.360107,-0.439,15.654000000000002,-0.007103894,1740.2,0.004908471,0.0034000000000000002
2020-04-14,6842.427734000001,-0.012,41.053841,-0.41,0.185335,-1.315,157.59639,0.7929999999999999,2846.060059,1.46,16.340999999999998,0.043886547000000005,1768.9,0.016492357,0.0042
2020-04-13,6845.037598000001,-1.731,41.204342,-3.047,0.187732,-1.47,156.279556,-2.763,2761.6298829999996,-0.7490000000000001,15.479000000000001,-0.05275075,1744.8,-0.013624286000000001,0.0044
2020-04-09,7302.089355,-0.489,46.384979,0.08,0.198257,-1.3530000000000002,170.807144,-1.131,2789.820068,0.462,15.995,0.033335487000000004,1736.2,-0.0049289320000000005,0.0040999999999999995
2020-04-08,7334.098633,2.156,46.319859,3.673,0.200869,4.544,172.641739,4.479,2749.97998,2.42,15.205,-0.049390435,1684.3,-0.029892869,0.004699999999999999
2020-04-07,7176.414551000002,-1.337,44.667931,0.599,0.192093,-1.835,165.101944,-2.392,2659.409912,-2.8930000000000002,15.48,0.018086156000000003,1683.7,-0.000356231,0.0048
2020-04-06,7271.78125,7.126,44.39112100000001,9.18,0.195506,8.84,169.13588,17.776,2663.679932,3.312,15.110999999999999,-0.023837208999999998,1677.0,-0.003979331,0.0044
2020-04-03,6733.387206999999,-0.942,40.359135,1.182,0.17946700000000002,0.392,142.091309,-0.013,2488.649902,-1.045,14.436,-0.044669445999999995,1633.7,-0.025819917,0.0039000000000000003
2020-04-02,6793.624512,2.8280000000000003,39.874168,1.297,0.17864000000000002,1.975,142.029144,4.6389999999999985,2526.899902,2.781,14.654000000000002,0.015101136000000001,1637.7,0.00244843,0.0039000000000000003
2020-04-01,6606.776367,2.632,39.380814,0.245,0.175323,0.579,135.634552,1.514,2470.5,-1.104,13.984000000000002,-0.045721305,1591.4,-0.028271356,0.0037
2020-03-31,6438.644531,0.125,39.299103,0.46,0.17456300000000002,1.412,133.59356699999998,0.5820000000000001,2584.590088,-1.151,14.097999999999999,0.008152174,1583.4,-0.00502702,0.0037
2020-03-30,6429.841797,8.511000000000001,39.13829000000001,5.027,0.172171,5.136,132.904541,5.834,2626.649902,2.6439999999999997,14.132,0.00241169,1643.2,0.037766831,0.0039000000000000003
2020-03-27,6469.79834,-3.714,38.918476,-3.148,0.17619500000000002,0.68,133.937943,-3.2030000000000003,2541.469971,-0.563,14.498,0.02589867,1623.9,-0.011745375,0.0040999999999999995
2020-03-26,6716.44043,0.618,40.160599,2.521,0.175019,8.251,138.361557,1.594,2630.070068,5.149,14.675999999999998,0.012277556,1660.3,0.022415172999999997,0.0051
2020-03-25,6681.0629880000015,-0.856,39.151222,-3.281,0.161633,-0.407,136.195892,-1.957,2475.560059,0.7240000000000001,14.873,0.013423276000000001,1634.3,-0.015659821,0.005600000000000001
2020-03-24,6734.803711,4.632,40.49064600000001,4.497,0.16225499999999998,2.97,138.76144399999998,2.639,2447.330078,4.388999999999999,14.229000000000001,-0.043299939,1660.2,0.015847764,0.0052
2020-03-23,6416.314941,10.031,38.765766,8.962,0.157419,4.996,134.911606,9.359,2237.399902,-2.327,13.261,-0.06803007900000001,1572.7,-0.052704493,0.0038
2020-03-20,6198.77832,0.115,38.131954,-2.496,0.156868,-4.979,132.737167,-2.863,2304.919922,-5.223,12.349,-0.068773094,1484.0,-0.056399822,0.0052
2020-03-19,6191.192871,18.031,39.073765,15.871,0.165037,15.284,136.593857,18.943,2409.389893,0.665,12.134,-0.017410316999999998,1479.3,-0.0031671159999999998,0.0066
2020-03-18,5238.4384770000015,0.217,33.684177000000005,0.383,0.1431,-1.085,114.84227,0.865,2398.100098,-1.5759999999999998,11.772,-0.029833526000000003,1477.9,-0.0009463939999999999,0.0079
2020-03-17,5225.629395,4.459,33.563869,2.008,0.144524,2.511,113.942749,3.2030000000000003,2529.189941,4.268,12.469000000000001,0.059208290999999996,1524.9,0.031801881000000004,0.0066
2020-03-16,5014.47998,-6.885,32.876217,-9.794,0.14106300000000002,-8.331,110.605873,-11.513,2386.1298829999996,-4.882,12.815999999999999,0.027829016,1486.5,-0.025181979,0.0049
2020-03-13,5563.707031,10.879,37.437954,20.75,0.159352,13.4,133.201813,18.202,2711.02002,5.4879999999999995,14.5,0.131398252,1516.7,0.020316179,0.006999999999999999
2020-03-12,4970.788086,-37.187,30.930883,-36.158,0.13963499999999998,-32.934,112.347122,-42.309,2480.639893,-5.71,16.005,0.10379310300000001,1590.3,0.048526405999999994,0.0066
2020-03-11,7911.430176000002,0.017,48.463787,-3.5810000000000004,0.208096,-1.978,194.86853,-2.938,2741.3798829999996,-2.9810000000000003,16.776,0.048172445999999994,1642.3,0.032698233,0.0066
2020-03-10,7909.729492,-0.157,50.25639,-0.443,0.212235,1.197,200.767242,-1.034,2882.22998,2.444,16.906,0.007749165,1659.1,0.010229555999999999,0.0063
2020-03-09,7923.644531,-2.312,50.168148,-2.847,0.209181,1.21,201.986328,0.332,2746.560059,-4.0969999999999995,17.054000000000002,0.008754288,1675.7,0.010005425,0.0046
2020-03-06,9122.545898,0.487,63.0256,1.5719999999999998,0.244088,1.921,243.525299,6.265,2972.3701170000004,0.615,17.262999999999998,0.012255189,1672.4,-0.001969326,0.0058
2020-03-05,9078.762695,3.635,62.04546,2.72,0.239582,2.144,229.268188,2.059,3023.939941,-1.683,17.342,0.004576261,1666.4,-0.003587658,0.0067
2020-03-04,8755.246094,-0.379,60.38242,-1.245,0.23453,-0.009000000000000001,224.517975,-0.021,3130.1201170000004,2.77,17.246,-0.005535694,1643.0,-0.014042246999999999,0.0075
2020-03-03,8787.786133,-0.875,61.144474,0.203,0.234381,-1.797,224.47963,-2.622,3003.3701170000004,-3.0060000000000002,17.129,-0.006784182,1642.1,-0.0005477780000000001,0.0077
2020-03-02,8869.669922,3.5780000000000003,60.995548,5.194,0.238747,4.285,230.569778,5.4220000000000015,3090.22998,3.898,16.679000000000002,-0.026271236,1592.3,-0.03032702,0.0088
2020-02-28,8672.455078,-1.3230000000000002,59.763958,-2.725,0.236296,-0.342,226.760498,-0.1,2954.219971,1.2790000000000001,16.387,-0.017507045,1564.1,-0.01771023,0.0089
2020-02-27,8784.494141,-0.46,61.507885,0.7859999999999999,0.237116,2.605,226.753403,0.472,2978.76001,-2.736,17.735,0.082260328,1642.5,0.050124672,0.0111
2020-02-26,8820.522461,-5.545,61.014309,-14.282,0.23085100000000006,-8.888,225.680267,-8.904,3116.389893,-0.7490000000000001,17.914,0.010093036,1643.1,0.000365297,0.011399999999999999
2020-02-25,9341.705078,-3.208,71.18024399999999,-5.716,0.253412,-6.332000000000002,247.817596,-6.584,3128.209961,-3.4189999999999996,18.268,0.019761081,1650.0,0.0041993790000000005,0.0116
2020-02-24,9650.174805,-2.736,75.535622,-5.058,0.270627,-4.232,265.216431,-3.1010000000000004,3225.889893,-0.9740000000000001,18.96,0.037880447000000005,1676.6,0.016121212,0.0121
2020-02-21,9686.441406,0.777,73.45092,5.5779999999999985,0.274938,0.97,265.600616,2.989,3337.75,-0.677,18.521,-0.023154007999999997,1644.6,-0.019086246,0.013000000000000001
2020-02-20,9608.475586,-0.217,69.624847,-1.912,0.272396,-1.71,257.949463,-0.72,3373.2299799999996,-0.214,18.319000000000003,-0.010906539,1620.5,-0.014654018999999999,0.0137
2020-02-19,9633.386719,-5.032,71.135941,-7.706,0.277602,-6.808,259.763977,-7.897,3386.149902,0.17,18.311,-0.000436705,1611.8,-0.005368713000000001,0.0141
2020-02-18,10141.996094,4.651,77.035179,5.26,0.297913,3.798,281.94458,5.792000000000002,3370.290039,0.037000000000000005,18.131,-0.009830156999999999,1600.0,-0.007321008,0.0139
2020-02-14,10312.116211,0.985,82.990349,3.253,0.33482199999999995,2.592,284.2174990000001,6.042000000000002,3380.1599119999996,0.062,17.715,-0.022944129,1582.7,-0.0108125,0.014199999999999999
2020-02-13,10214.379883,-1.061,80.40342700000002,-1.017,0.326706,7.4,268.099243,1.149,3373.9399409999996,0.239,17.619,-0.005419136,1578.8,-0.002464144,0.0143
2020-02-12,10326.054688,1.212,81.297455,6.28,0.304393,8.606,265.406128,12.509,3379.4499509999996,0.266,17.497,-0.006924343,1571.6,-0.004560425999999999,0.014499999999999999
2020-02-11,10208.236328,3.575,76.597397,3.028,0.280141,2.278,235.851196,5.581,3357.75,-0.24100000000000002,17.573,0.004343602,1565.6,-0.003817765,0.013999999999999999
2020-02-10,9856.611328,-2.56,74.335098,-3.64,0.27408000000000005,-2.977,223.522705,-2.199,3352.090088,1.0190000000000001,17.785,0.012063962,1579.5,0.008878385,0.0138
2020-02-07,9795.943359,0.7190000000000001,74.356117,1.209,0.27928400000000003,-1.035,222.726059,4.9030000000000005,3327.709961,-0.235,17.665,-0.006747259,1568.6,-0.006900918000000001,0.0141
2020-02-06,9729.801758,1.164,73.388687,1.181,0.282214,1.683,212.339081,4.022,3345.780029,0.026000000000000002,17.817999999999998,0.008661194,1570.0,0.0008925160000000001,0.014499999999999999
2020-02-05,9613.423828,4.682,72.493103,6.428,0.277468,4.042,204.23024,7.888,3334.689941,0.294,17.602,-0.012122573000000001,1562.8,-0.004585987,0.0146
2020-02-04,9180.962891,-1.204,68.195778,-2.256,0.266808,4.812,189.250595,-0.322,3297.590088,0.518,17.561,-0.002329281,1555.5,-0.004671103,0.014199999999999999
2020-02-03,9293.521484,-0.547,69.78022,-0.303,0.254627,1.62,189.865067,0.667,3248.919922,0.41,17.67,0.006206936,1582.4,0.017293475,0.013500000000000002
2020-01-31,9350.529297,-1.659,67.879494,-0.439,0.239233,-1.802,180.160172,-2.477,3225.52002,-1.7309999999999999,17.972,0.017091115,1582.9,0.000315976,0.0132
2020-01-30,9508.993164,2.071,68.159065,13.572,0.243642,3.408,184.690475,5.5870000000000015,3283.659912,0.836,17.992,0.001112842,1589.2,0.0039800370000000005,0.0139
2020-01-29,9316.629883,-0.436,60.077934,-0.966,0.23573,-1.24,175.05033899999995,-0.736,3273.399902,-0.488,17.487000000000002,-0.02806803,1576.0,-0.008306065999999999,0.0141
2020-01-28,9358.589844,5.005,60.67181400000001,3.239,0.238488,3.149,176.370316,3.21,3276.23999,0.642,17.458,-0.001658375,1575.8,-0.000126904,0.0147
2020-01-27,8909.819336,3.635,58.763268,4.421,0.231222,0.299,170.930893,1.739,3243.6298829999996,-0.109,18.055999999999997,0.034253637,1583.7,0.005013327,0.0144
2020-01-24,8445.43457,0.474,54.531788,-0.205,0.223041,-1.3969999999999998,163.051178,0.093,3295.469971,-1.129,18.057000000000002,5.539999999999999e-05,1571.1,-0.007956052,0.0151
2020-01-23,8406.515625,-3.158,54.63026,-6.376,0.226104,-4.2639999999999985,162.928558,-3.189,3325.540039,0.295,17.829,-0.012626682,1571.6,0.000318248,0.0155
2020-01-22,8680.875977,-0.7240000000000001,58.354725,1.241,0.236056,-0.51,168.294159,-0.775,3321.75,-0.248,17.828,-5.610000000000001e-05,1556.7,-0.009480784,0.015700000000000002
2020-01-21,8745.894531,1.004,57.64788100000001,0.7240000000000001,0.237166,1.641,169.697159,1.578,3320.790039,-0.006999999999999999,17.750999999999998,-0.004319049,1556.4,-0.000192715,0.015700000000000002
2020-01-17,8929.038086,2.336,61.487125,6.669,0.238776,4.394,170.779953,3.824,3329.6201170000004,0.179,18.012999999999998,0.014759732,1558.8,0.00154202,0.0163
2020-01-16,8723.786133,-1.006,57.618256,-0.74,0.228574,-1.851,164.391006,-1.167,3316.810059,0.419,17.939,-0.004108144,1550.5,-0.005324609,0.0163
2020-01-15,8807.010742,-0.208,58.052849,-0.578,0.232895,-0.687,166.230682,0.299,3289.290039,0.214,17.988,0.002731479,1554.0,0.002257336,0.016
2020-01-14,8827.764648,8.437000000000001,58.478233,17.669,0.234687,10.427,165.955353,15.046,3283.149902,-0.067,17.742,-0.013675784,1544.6,-0.006048906,0.0163
2020-01-13,8144.194336,-0.557,49.733768,-2.716,0.212617,-1.396,144.22659299999995,-1.3630000000000002,3288.1298829999996,0.52,17.996,0.014316312,1550.6,0.003884501,0.0165
2020-01-10,8166.554198999998,3.659,48.727329,7.776,0.212306,3.611,143.963776,3.596,3265.350098,-0.502,18.033,0.0020560120000000003,1557.5,0.00444989,0.0163
2020-01-09,7879.071289,-2.514,45.215931,-0.8909999999999999,0.204899,-2.013,138.97920200000002,-1.5419999999999998,3274.699951,0.265,17.936,-0.005379027,1554.3,-0.002054575,0.0165
2020-01-08,8079.862793000001,-1.006,45.653767,-1.711,0.209026,-2.249,141.25813300000004,-1.554,3253.050049,0.446,18.167,0.012879126000000001,1560.2,0.003795921,0.0167
2020-01-07,8163.692383,5.085,46.424583,1.278,0.213917,-3.457,143.543991,-0.532,3237.179932,-0.14400000000000002,18.393,0.012440139,1574.3,0.009037303,0.016200000000000003
2020-01-06,7769.219238,4.841,45.816353,5.074,0.22151,13.281,144.304153,5.8679999999999986,3246.280029,0.893,18.179000000000002,-0.011634861000000002,1568.8,-0.0034936159999999997,0.0161
2020-01-03,7344.884276999999,5.1610000000000005,42.415573,6.403,0.193521,2.964,134.171707,5.306,3234.850098,0.263,18.067999999999998,-0.006105946,1549.2,-0.012493626,0.0159
2020-01-02,6985.470215,-3.014,39.823017,-5.224,0.188043,-2.423,127.410179,-2.607,3257.850098,0.406,18.046,-0.001217622,1528.1,-0.013619933,0.0167
2019-12-31,7193.599120999998,-1.382,41.340073,-3.335,0.192894,-0.833,129.61085500000002,-2.263,3230.780029,0.485,17.828,-0.012080239,1519.5,-0.005627904,0.0169
2019-12-30,7292.995117,-1.715,42.747337,-2.301,0.194474,-1.314,132.633484,-1.605,3221.290039,-0.58,18.000999999999998,0.009703837,1518.6,-0.0005922999999999999,0.0168
2019-12-27,7290.088379000002,0.718,41.178173,2.276,0.191102,0.368,127.214607,0.669,3240.02002,-0.222,17.942999999999998,-0.003222043,1518.1,-0.00032925099999999997,0.0168
